Accident_Index,Location_Easting_OSGR ,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
2.01E+12,455890,451390,-1.149757,53.955591,12,2,2,2,18/03/2005,6,0.020833333,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,6,1,1,4,0,2,1,E01013421
2.01E+12,461240,456719,-1.067168,54.002877,12,2,2,2,41492,7,0.029861111,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013407
2.01E+12,461120,455000,-1.069343,53.987443,12,2,1,1,41280,7,0.026388889,189,E06000014,6,3510,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
2.01E+12,453310,453910,-1.18863,53.97851,12,2,2,1,23/03/2005,4,0.027777778,189,E06000014,3,59,6,60,8,4,-1,-1,0,0,1,1,1,0,0,2,1,E01013426
2.01E+12,460244,451775,-1.083338,53.958563,12,2,1,1,28/05/2013,3,0.009722222,189,E06000014,6,7210,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013366
2.01E+12,460093,451111,-1.085769,53.952613,12,2,1,1,41399,1,0.024305556,189,E06000014,6,7010,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013416
2.01E+12,460861,456623,-1.072969,54.002059,12,2,1,2,41279,4,0.027777778,189,E06000014,5,94,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013407
2.01E+12,468483,451265,-0.957907,53.952957,12,2,3,2,41612,6,0.011805556,189,E06000014,3,1079,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013351
2.01E+12,456825,451520,-1.135486,53.956658,12,2,2,2,41582,5,0,189,E06000014,4,1224,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01013337
2.01E+12,460297,453453,-1.082199,53.973637,12,2,1,1,27/03/2013,4,0.003472222,189,E06000014,4,1363,6,30,3,2,6,3110,0,8,4,1,2,0,0,1,1,E01013350
2.01E+12,459620,451910,-1.09282,53.959848,12,2,2,1,29/03/2005,3,0.008333333,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013415
2.01E+12,467940,454110,-0.965546,53.978594,12,2,3,3,30/03/2005,4,0,189,E06000014,3,166,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01013351
2.01E+12,457255,450768,-1.129075,53.949852,12,2,1,1,15/03/2013,6,0.013888889,189,E06000014,6,5610,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013447
2.01E+12,460003,451766,-1.087012,53.95851,12,2,1,1,16/03/2013,7,0.034722222,189,E06000014,6,7210,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01033068
2.01E+12,459388,455615,-1.095635,53.993171,12,2,1,1,41489,6,0.03125,189,E06000014,6,3310,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01013431
2.01E+12,458267,452358,-1.113353,53.964029,12,2,2,1,41458,5,0.020833333,189,E06000014,3,1176,6,30,0,-1,-1,0,0,0,1,8,2,0,0,2,1,E01013391
2.01E+12,463003,451274,-1.041399,53.953733,12,2,1,1,15/02/2013,6,0.03125,189,E06000014,3,1079,6,30,0,-1,-1,0,0,8,4,1,1,0,0,1,1,E01013402
2.01E+12,459349,451230,-1.097082,53.953769,12,2,2,1,27/01/2013,1,0.027777778,189,E06000014,3,59,6,30,3,4,6,2910,0,0,1,1,2,0,0,1,1,E01013417
2.01E+12,458801,448222,-1.10601,53.926799,12,2,1,2,22/12/2014,2,0.022916667,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01013355
2.01E+12,461547,452300,-1.063376,53.963128,12,2,2,1,19/12/2014,6,0.030555556,189,E06000014,6,7510,6,20,8,4,6,0,0,0,4,1,1,0,0,1,1,E01013383
2.01E+12,459563,447530,-1.094542,53.920493,12,2,1,1,18/12/2014,5,0.013888889,189,E06000014,6,5110,6,30,0,-1,-1,0,0,0,1,5,2,0,0,2,1,E01013341
2.01E+12,460952,452800,-1.072345,53.967692,12,2,2,1,41863,2,0.000694444,189,E06000014,5,90,6,30,3,4,6,3611,0,0,1,1,1,0,0,1,1,E01013368
2.01E+12,460058,450114,-1.086498,53.943658,12,2,2,1,41771,6,0.034722222,189,E06000014,5,289,6,30,3,4,5,407,0,8,4,1,1,0,0,1,1,E01013412
2.01E+12,462697,444896,-1.047367,53.896453,12,2,2,2,30/11/2014,1,0.003472222,189,E06000014,3,19,6,50,8,4,6,0,0,0,1,1,1,0,0,2,1,E01013450
2.01E+12,462621,450567,-1.047364,53.947425,12,2,2,1,21/11/2014,6,0,189,E06000014,5,409,1,30,1,4,5,409,0,8,4,2,2,0,0,1,1,E01013378
2.01E+12,459567,451262,-1.093754,53.954031,12,2,2,1,41681,1,0.013194444,189,E06000014,3,59,6,30,6,2,3,1036,0,4,1,1,1,0,0,1,1,E01013416
2.01E+12,457300,451360,-1.128277,53.955167,12,2,3,2,38568,6,0.03125,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013441
2.01E+12,460780,454090,-1.074709,53.979304,12,2,2,1,38599,7,0.038194444,189,E06000014,6,0,6,40,8,4,6,0,0,0,1,1,2,0,0,2,1,E01013431
2.01E+12,459906,451317,-1.088578,53.954486,12,2,2,2,31/10/2014,6,0.009722222,189,E06000014,3,1036,6,30,8,4,6,0,0,0,4,1,1,0,0,1,1,E01033068
2.01E+12,462141,453873,-1.054004,53.977193,12,2,1,1,29/10/2014,4,0.034722222,189,E06000014,3,1036,6,40,3,2,5,414,0,0,4,8,4,0,0,2,1,E01013409
2.01E+12,459129,447809,-1.101095,53.92305,12,2,2,1,27/10/2014,2,0.024305556,189,E06000014,5,296,6,30,3,4,6,5310,0,0,1,1,1,0,0,2,1,E01013340
2.01E+12,464256,451409,-1.022279,53.954792,12,2,1,1,25/10/2014,7,0.020833333,189,E06000014,3,1079,3,40,3,2,6,0,0,5,1,1,1,0,0,2,1,E01013378
2.01E+12,457575,454863,-1.123427,53.986618,12,2,2,1,20/10/2014,2,0.006944444,189,E06000014,3,1237,1,60,1,4,3,19,0,0,4,1,1,0,0,2,1,E01013432
2.01E+12,459758,453753,-1.090357,53.976395,12,2,2,1,20/10/2014,2,0.030555556,189,E06000014,6,3111,1,30,1,4,6,3110,0,0,1,2,2,0,0,1,1,E01013347
2.01E+12,459976,451739,-1.087429,53.958271,12,2,1,1,41922,6,0.034722222,189,E06000014,6,7110,6,30,3,4,4,1227,0,0,1,1,1,0,0,1,1,E01033068
2.01E+12,460131,451637,-1.085087,53.957336,12,2,2,1,41922,6,0.016666667,189,E06000014,4,1227,6,30,6,2,6,7210,0,4,1,1,1,0,0,1,1,E01033068
2.01E+12,460157,452340,-1.084552,53.963651,12,2,2,2,41830,3,0.027777778,189,E06000014,3,1036,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013366
2.01E+12,461472,451339,-1.064713,53.954501,12,2,3,1,41708,6,0,189,E06000014,3,1079,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01013400
2.01E+12,457973,451677,-1.117963,53.957942,12,2,3,2,26/09/2014,6,0.029861111,189,E06000014,6,2810,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013394
2.01E+12,456789,451206,-1.136093,53.95384,12,2,2,1,26/09/2014,6,0.017361111,189,E06000014,5,413,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013442
2.01E+12,459985,451925,-1.087255,53.959941,12,2,1,1,20/09/2014,7,0.020833333,189,E06000014,3,1036,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01033068
2.01E+12,460894,450296,-1.073727,53.945196,12,2,1,1,41982,6,0,189,E06000014,3,19,6,30,6,2,6,4810,0,5,4,1,1,0,0,1,1,E01013362
2.01E+12,461772,459059,-1.058578,54.023842,12,2,1,5,41860,2,0.03125,189,E06000014,5,92,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01013375
2.01E+12,461207,455137,-1.067989,53.988664,12,2,2,1,30/08/2014,7,0.015277778,189,E06000014,5,90,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013404
2.01E+12,457328,452585,-1.127621,53.966173,12,2,2,1,29/08/2014,6,0.029861111,189,E06000014,6,2710,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013338
2.01E+12,462184,447000,-1.054746,53.915422,12,2,1,2,23/08/2014,7,0.024305556,189,E06000014,3,19,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013450
2.01E+12,460126,452304,-1.085032,53.963331,12,2,1,1,19/08/2014,3,0.020833333,189,E06000014,3,1036,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013366
2.01E+12,460431,451973,-1.080449,53.960321,12,2,1,1,18/08/2014,2,0.013888889,189,E06000014,6,7210,6,30,3,4,6,7210,0,0,1,1,1,0,0,1,1,
2.01E+12,458473,448299,-1.11099,53.927528,12,2,2,3,41798,4,0.013888889,189,E06000014,5,296,6,60,0,-1,-1,0,0,0,4,1,2,0,0,2,1,E01013355
2.01E+12,461874,456207,-1.057601,53.9982,12,2,2,1,31/07/2014,5,0.004861111,189,E06000014,5,90,6,30,3,4,6,3710,0,0,1,1,2,0,0,1,1,E01013407
2.01E+12,456297,448441,-1.144098,53.929045,12,2,4,3,30/07/2014,4,0.040277778,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01013421
2.01E+12,461867,459217,-1.057096,54.02525,12,2,2,3,27/07/2014,1,0,189,E06000014,5,92,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013440
2.01E+12,464506,456247,-1.017447,53.998238,12,2,2,1,17/07/2014,5,0.029166667,189,E06000014,3,64,6,60,3,4,6,1410,0,0,1,1,1,0,0,2,1,E01013409
2.01E+12,463920,451710,-1.027335,53.957538,12,2,2,4,28/04/2005,5,0,189,E06000014,6,0,6,40,8,4,-1,-1,0,0,1,9,1,0,0,1,1,E01013420
2.01E+12,460450,451751,-1.080203,53.958323,12,2,1,1,41980,7,0,189,E06000014,6,7210,6,30,3,2,6,7210,0,5,1,1,1,0,0,1,1,E01033070
2.01E+12,453280,453920,-1.189086,53.978603,12,2,1,2,29/04/2005,6,0.015972222,189,E06000014,3,59,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013426
2.01E+12,464285,451421,-1.021835,53.954896,12,2,2,1,41797,1,0.008333333,189,E06000014,3,1079,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013378
2.01E+12,462358,452451,-1.050986,53.964388,12,2,3,1,28/06/2014,7,0.004861111,189,E06000014,6,4110,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013381
2.01E+12,460676,453610,-1.07639,53.975003,12,2,2,1,27/06/2014,6,0.006944444,189,E06000014,5,94,6,30,1,4,5,498,0,0,1,1,1,0,0,1,1,E01013348
2.01E+12,459489,452840,-1.094635,53.968221,12,2,2,1,18/06/2014,4,0.034722222,189,E06000014,3,19,6,30,3,4,6,3010,0,0,1,1,1,0,0,1,1,E01013346
2.01E+12,461248,451092,-1.068175,53.952308,12,2,3,1,41796,6,0.003472222,189,E06000014,5,295,6,30,3,4,6,7810,0,0,1,1,1,0,0,1,1,E01013363
2.01E+12,459523,452803,-1.094124,53.967885,12,2,1,1,26/05/2014,2,0,189,E06000014,3,19,6,30,3,4,6,3110,0,0,1,1,1,0,0,1,1,E01013346
2.01E+12,460304,453451,-1.082093,53.973618,12,2,2,1,14/05/2014,4,0.006944444,189,E06000014,4,1363,6,30,3,2,6,3110,0,0,1,1,1,0,0,1,1,E01013350
2.01E+12,461840,451300,-1.059113,53.954106,12,2,2,2,38508,6,0.009722222,189,E06000014,3,1079,6,30,6,4,6,0,0,5,1,1,1,0,0,1,1,E01013400
2.01E+12,456272,449019,-1.144373,53.934242,12,2,1,1,41978,2,0.038194444,189,E06000014,3,1237,6,60,0,-1,-1,0,0,8,4,2,2,0,0,2,1,E01013421
2.01E+12,460819,452478,-1.074436,53.964814,12,2,2,1,41825,4,0.020833333,189,E06000014,3,1036,1,30,1,4,6,0,0,0,1,1,1,0,0,1,2,E01013369
2.01E+12,459410,457350,-1.094961,54.00876,12,2,2,1,38538,7,0,189,E06000014,4,1363,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013377
2.01E+12,461800,460390,-1.05788,54.035799,12,2,1,1,38538,7,0.029166667,189,E06000014,6,0,6,60,0,-1,-1,0,0,0,1,1,1,5,0,2,1,E01013440
2.01E+12,459980,452350,-1.087247,53.963761,12,2,2,1,38538,7,0.038888889,189,E06000014,3,19,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013366
2.01E+12,466316,452255,-0.990708,53.962135,12,2,1,1,21/04/2014,2,0.034722222,189,E06000014,5,297,6,30,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01013352
2.01E+12,459481,451894,-1.094942,53.959721,12,2,2,3,30/03/2014,1,0.038194444,189,E06000014,5,405,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013391
2.01E+12,457587,451438,-1.12389,53.955837,12,2,2,1,28/03/2014,6,0.017361111,189,E06000014,4,1224,6,30,3,4,6,5710,0,0,7,1,1,0,0,1,1,E01013441
2.01E+12,461977,456953,-1.055878,54.004892,12,2,2,1,24/03/2014,2,0,189,E06000014,3,1237,1,60,1,4,5,90,0,8,1,1,1,0,0,2,1,E01013408
2.01E+12,466267,457909,-0.990226,54.012951,12,2,2,3,25/02/2014,3,0.006944444,189,E06000014,3,64,6,60,6,4,5,92,0,0,1,1,1,0,0,2,1,E01013437
2.01E+12,466987,449423,-0.981103,53.936599,12,2,3,5,23/02/2014,1,0.027777778,189,E06000014,4,1228,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013351
2.01E+12,460519,451815,-1.079139,53.958891,12,2,1,1,19/02/2014,4,0.013888889,189,E06000014,6,7210,2,30,3,4,6,7210,0,0,1,1,1,0,0,1,1,E01033070
2.01E+12,455860,454259,-1.14969,53.981378,12,2,2,1,17/02/2014,2,0.034722222,189,E06000014,6,2210,6,30,3,4,6,2210,0,0,4,2,2,0,0,2,1,E01013427
2.01E+12,457754,452390,-1.121166,53.964374,12,2,1,1,41853,7,0.013194444,189,E06000014,3,59,6,30,3,2,5,285,0,5,4,2,2,0,0,1,1,E01013392
2.01E+12,462918,455222,-1.04188,53.989222,12,2,2,1,41822,6,0.032638889,189,E06000014,5,416,1,30,1,4,6,3710,0,0,4,1,1,0,0,2,1,E01013409
2.01E+12,459615,450908,-1.093092,53.950844,12,2,1,1,23/01/2014,5,0.027777778,189,E06000014,6,6810,6,30,3,4,6,6810,0,0,1,1,1,0,0,1,1,E01013417
2.01E+12,460300,453490,-1.082145,53.973968,12,2,1,3,17/05/2005,3,0.028472222,189,E06000014,4,1363,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013350
2.01E+12,461124,448382,-1.070606,53.927968,12,2,2,1,20/01/2014,2,0.038194444,189,E06000014,4,1222,6,30,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01013365
2.01E+12,464502,456243,-1.017509,53.998202,12,2,2,1,17/01/2014,6,0.020833333,189,E06000014,3,64,6,60,3,4,6,1410,0,0,1,1,1,0,0,2,1,E01013409
2.01E+12,460771,457060,-1.074255,54.005996,12,2,2,1,13/01/2014,2,0,189,E06000014,5,94,1,30,1,4,6,1710,0,0,1,1,1,0,0,1,2,E01013374
2.01E+12,457915,454502,-1.118311,53.983336,12,2,2,1,41852,4,0.029861111,189,E06000014,3,19,6,40,3,4,6,3210,0,0,4,1,1,0,0,1,1,E01013432
2.01E+12,460990,458320,-1.070661,54.017293,12,2,2,2,20/05/2005,6,0.036111111,189,E06000014,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013370
2.01E+12,460759,450984,-1.075647,53.951395,12,2,1,1,41730,7,0.034722222,189,E06000014,6,8010,6,30,3,4,3,19,0,0,4,1,2,0,0,1,1,E01013364
2.01E+12,466250,457900,-0.990487,54.012872,12,2,2,3,15/04/2008,3,0.038194444,189,E06000014,3,64,6,60,6,4,6,0,0,8,6,1,1,0,0,2,1,E01013437
2.01E+12,452330,453400,-1.203659,53.974026,12,2,1,3,15/04/2008,3,0.027777778,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01013426
2.01E+12,464500,456240,-1.01754,53.998175,12,2,4,1,39603,1,0.018055556,189,E06000014,3,64,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013409
2.01E+12,467260,449170,-0.977,53.93429,12,2,2,1,39603,1,0.036111111,189,E06000014,4,1228,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013351
2.01E+12,459030,450350,-1.102112,53.945896,12,2,2,1,27/03/2008,5,0.020833333,189,E06000014,3,1036,6,30,0,-1,-1,0,0,0,4,1,2,0,0,2,2,E01013358
2.01E+12,459550,451260,-1.094013,53.954015,12,2,2,1,23/03/2008,1,0.009722222,189,E06000014,6,0,6,30,6,2,3,59,0,0,4,1,2,0,0,1,1,E01013417
2.01E+12,461630,453430,-1.061883,53.973273,12,2,2,2,20/03/2008,5,0.027777778,189,E06000014,3,1036,6,30,3,4,6,0,2,4,4,1,1,0,0,2,1,E01013385
2.01E+12,459950,451630,-1.087846,53.957294,12,2,1,1,19/03/2008,4,0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013415
2.01E+12,460850,456510,-1.073159,54.001044,12,2,3,1,18/03/2008,3,0.010416667,189,E06000014,3,1237,6,60,1,4,6,0,0,0,4,1,1,0,0,2,1,E01013407
2.01E+12,459980,450930,-1.087526,53.950999,12,2,1,1,17/03/2008,2,0.03125,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013413
2.01E+12,460960,451120,-1.072557,53.952593,12,2,2,4,14/03/2008,6,0.027083333,189,E06000014,6,0,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01013364
2.01E+12,459850,452200,-1.089258,53.962428,12,2,1,1,39785,4,0.010416667,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,4,1,0,0,1,2,E01013366
2.01E+12,461790,455340,-1.059057,53.990418,12,2,1,1,39694,1,0.020833333,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01013409
2.01E+12,459860,458490,-1.087871,54.018953,12,2,2,1,39450,7,0.003472222,189,E06000014,6,0,6,30,0,0,-1,0,0,0,4,1,1,0,0,1,1,E01013377
2.01E+12,460250,448350,-1.083921,53.927782,12,2,1,1,29/02/2008,6,0.010416667,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,6,5,2,0,0,2,1,E01013340
2.01E+12,459690,451910,-1.091753,53.95984,12,2,1,1,25/02/2008,2,0.008333333,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013415
2.01E+12,457370,455130,-1.126503,53.98904,12,2,3,2,16/02/2008,7,0.019444444,189,E06000014,3,19,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01013432
2.01E+12,469100,451100,-0.948543,53.951391,12,2,3,2,31/01/2008,5,0.006944444,189,E06000014,3,1079,6,60,8,4,-1,-1,0,0,1,4,1,0,0,2,1,E01013351
2.01E+12,461290,455320,-1.066686,53.990298,12,2,1,1,22/01/2008,3,0.010416667,189,E06000014,6,0,6,20,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01013407
2.01E+12,458180,454580,-1.114255,53.984007,12,2,2,1,17/01/2008,5,0,189,E06000014,6,0,1,30,1,4,6,0,0,0,7,1,1,0,0,1,2,E01013432
2.01E+12,458200,454620,-1.113943,53.984364,12,2,2,1,19/01/2008,7,0.03125,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,2,E01013433
2.01E+12,458690,451400,-1.10709,53.955371,12,2,1,2,27/12/2008,7,0.034722222,189,E06000014,4,1224,6,30,3,2,3,59,0,5,4,1,1,0,0,1,1,E01013391
2.01E+12,459360,455740,-1.096037,53.994297,12,2,2,1,16/01/2008,4,0.020833333,189,E06000014,6,0,1,30,1,4,6,0,0,0,1,2,2,0,0,2,1,E01013431
2.01E+12,466950,453220,-0.980834,53.970725,12,2,2,2,18/12/2008,5,0.029166667,189,E06000014,3,166,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01013351
2.01E+12,460310,453100,-1.08207,53.970462,12,2,2,1,15/12/2008,2,0.015277778,189,E06000014,4,1363,1,30,2,4,6,0,0,4,1,1,1,0,0,1,1,E01013343
2.01E+12,463740,451220,-1.03018,53.953157,12,2,1,1,39703,3,0.010416667,189,E06000014,3,1079,1,40,1,4,6,0,0,0,1,8,4,0,0,2,2,E01013378
2.01E+12,459530,451220,-1.094326,53.953658,12,2,1,1,39580,6,0.020833333,189,E06000014,3,1036,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,2,E01013417
2.01E+12,457750,450900,-1.121508,53.950983,12,2,2,1,39459,2,0.003472222,189,E06000014,6,0,1,30,1,4,6,0,0,0,4,1,1,1,0,1,1,E01013445
2.01E+12,459690,451900,-1.091755,53.95975,12,2,1,2,24/11/2008,2,0.038194444,189,E06000014,6,0,6,30,8,4,6,0,0,0,1,2,2,0,0,1,1,E01013415
2.01E+12,461930,451280,-1.057746,53.953915,12,2,3,2,23/11/2008,1,0.025694444,189,E06000014,3,1079,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01013400
2.01E+12,457010,451110,-1.132743,53.952952,12,2,1,1,13/11/2008,5,0.020833333,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,2,E01013445
2.01E+12,460310,451260,-1.082433,53.953927,12,2,1,1,39579,4,0.006944444,189,E06000014,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013415
2.01E+12,458720,448260,-1.107236,53.927149,12,2,1,1,13/06/2005,2,0.039583333,189,E06000014,6,0,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01013355
2.01E+12,460260,451590,-1.08313,53.956898,12,2,1,1,30/10/2008,5,0.010416667,189,E06000014,6,0,2,30,0,-1,-1,0,0,0,4,1,2,0,0,1,2,E01013366
2.01E+12,463570,458460,-1.031262,54.01824,12,2,1,4,31/10/2008,6,0.038194444,189,E06000014,6,0,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01013436
2.01E+12,465610,461720,-0.999428,54.047281,12,2,1,1,27/10/2008,2,0.006944444,189,E06000014,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,7,2,1,E01013439
2.01E+12,461300,455330,-1.066532,53.990386,12,2,1,1,17/06/2005,6,0.007638889,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013404
2.01E+12,460890,450720,-1.073703,53.949006,12,2,2,1,27/10/2008,2,0.027777778,189,E06000014,6,0,6,30,3,4,3,19,0,0,1,1,2,0,0,1,1,E01013364
2.01E+12,456050,450450,-1.147491,53.947126,12,2,1,2,26/10/2008,1,0.036111111,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,E01013421
2.01E+12,460590,453230,-1.077776,53.971598,12,2,2,1,24/10/2008,6,0.038194444,189,E06000014,6,0,6,30,6,4,6,0,0,1,4,1,1,0,0,1,1,E01013343
2.01E+12,459340,458400,-1.095824,54.018204,12,2,2,2,14/10/2008,3,0.024305556,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,8,2,0,0,1,1,E01013377
2.01E+12,458630,452580,-1.107778,53.965982,12,2,3,1,14/10/2008,3,0.005555556,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01013390
2.01E+12,460240,451650,-1.083423,53.95744,12,2,1,1,20/06/2005,2,0.010416667,189,E06000014,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01013366
2.01E+12,460130,451630,-1.085103,53.957273,12,2,1,1,39701,5,0.013888889,189,E06000014,6,0,6,30,6,2,6,0,0,1,1,1,1,0,0,1,1,E01013415
2.01E+12,461510,452560,-1.063887,53.965468,12,2,1,4,39670,4,0.004861111,189,E06000014,6,0,6,30,6,4,6,0,0,1,1,1,1,0,0,1,1,E01013383
2.01E+12,461900,447270,-1.059014,53.917882,12,2,2,1,21/06/2005,3,0.03125,189,E06000014,3,19,6,60,8,4,-1,-1,0,0,1,1,1,0,0,2,1,E01013450
2.01E+12,461270,451340,-1.06779,53.954533,12,2,2,1,27/09/2008,7,0.019444444,189,E06000014,3,1079,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,E01013363
2.01E+12,464110,455450,-1.023655,53.991124,12,2,2,1,26/09/2008,6,0.014583333,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013437
2.01E+12,459610,451310,-1.093089,53.954457,12,2,1,1,16/09/2008,3,0.020833333,189,E06000014,3,1036,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01013416
2.01E+12,459200,455490,-1.098526,53.992069,12,2,2,2,23/06/2005,5,0.019444444,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013431
2.01E+12,461840,451230,-1.059127,53.953477,12,2,3,1,39722,5,0.014583333,189,E06000014,6,0,2,30,6,4,6,0,0,0,4,1,2,0,0,1,1,E01013403
2.01E+12,460040,452300,-1.086343,53.963304,12,2,2,1,24/06/2005,6,0.025694444,189,E06000014,3,19,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013366
2.01E+12,457450,447790,-1.126662,53.923067,12,2,1,1,29/08/2008,6,0.033333333,189,E06000014,3,64,3,70,0,0,-1,0,0,0,6,1,1,0,0,2,1,E01013425
2.01E+12,457610,451900,-1.123452,53.959986,12,2,1,1,23/08/2008,7,0.020833333,189,E06000014,6,0,6,30,0,0,-1,0,0,0,1,1,1,0,0,1,1,E01013392
2.01E+12,465200,458540,-1.006371,54.018756,12,2,2,3,21/08/2008,5,0.027777778,189,E06000014,6,0,6,60,0,0,-1,0,0,0,1,1,2,0,0,2,1,E01013437
2.01E+12,457750,450890,-1.121509,53.950893,12,2,2,2,19/08/2008,3,0.002083333,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01013445
2.01E+12,459360,451220,-1.096916,53.953677,12,2,2,1,16/08/2008,7,0.0375,189,E06000014,3,59,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01013417
2.01E+12,459820,458470,-1.088485,54.018778,12,2,2,1,16/08/2008,7,0.035416667,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01013377
2.01E+12,467530,448920,-0.972944,53.932008,12,2,1,1,29/07/2008,3,0.038194444,189,E06000014,4,1228,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013451
2.01E+12,470220,450990,-0.931505,53.950252,12,2,4,1,39667,3,0.013888889,189,E06000014,3,1079,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01013351
