Accident_Index,Location_Easting_OSGR ,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
200812D100026,460830,452510,-1.074261,53.965099,12,3,1,1,39722,5,0.040277778,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01013369
2.01E+12,460220,446720,-1.084698,53.913137,12,3,1,1,39814,5,0.027777778,189,E06000014,4,1222,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01013450
2.01E+12,461460,448010,-1.065564,53.924585,12,3,1,1,39873,7,0.020138889,189,E06000014,3,19,1,60,1,4,3,64,0,0,4,1,4,0,0,2,1,E01013365
2.02E+12,460126,454134,-1.084697,53.979795,12,3,2,1,43262,3,0.715277778,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01013350
2.01E+12,460850,452490,-1.07396,53.964917,12,3,2,1,39934,2,0.027777778,189,E06000014,6,0,1,30,1,4,6,0,0,8,4,1,1,0,0,1,1,E01013369
2.02E+12,459406,452928,-1.095908,53.96904,12,3,2,1,43350,2,0.729166667,189,E06000014,3,19,6,20,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013346
2.01E+12,462620,451500,-1.047187,53.95581,12,3,1,1,39934,2,0.013888889,189,E06000014,6,0,6,30,0,-1,-1,0,0,1,4,1,1,0,0,1,2,
2.01E+12,462720,451280,-1.045709,53.95382,12,3,3,2,39965,3,0,189,E06000014,3,1079,6,30,6,2,6,0,0,5,4,1,1,0,0,1,1,E01013398
2.01E+12,458810,455100,-1.104549,53.988608,12,3,2,3,39995,4,0.007638889,189,E06000014,6,0,6,40,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01013431
2.01E+12,461750,449810,-1.060785,53.940726,12,3,2,1,39995,4,0.013888889,189,E06000014,6,0,1,30,1,4,6,0,0,0,4,1,2,0,0,1,1,E01013360
2.01E+12,461210,454190,-1.068133,53.980152,12,3,2,1,40026,5,0.027777778,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01013406
2.02E+12,460466,451339,-1.080066,53.954638,12,3,2,1,24/12/2018,2,0.920138889,189,E06000014,4,1227,6,30,1,4,6,0,0,0,4,2,2,0,0,1,1,E01033070
2.01E+12,462070,457310,-1.054386,54.008088,12,3,1,1,40057,6,0.038194444,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,2,E01013436
2.01E+12,459120,447850,-1.101224,53.923419,12,3,2,1,40087,7,0.001388889,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01013340
2.01E+12,462010,456930,-1.055379,54.00468,12,3,2,1,40087,7,0.013888889,189,E06000014,3,1237,1,60,1,4,6,0,0,0,4,1,1,0,0,2,1,E01013409
2.01E+12,460520,451820,-1.079123,53.958935,12,3,2,1,40148,2,0.03125,189,E06000014,6,0,2,30,9,4,6,0,0,0,1,1,2,0,0,1,1,E01013367
2.01E+12,466310,457930,-0.989565,54.013134,12,3,3,1,40148,2,0.03125,189,E06000014,3,64,6,60,6,4,6,0,0,0,1,1,2,0,0,2,2,E01013437
2.01E+12,464790,455280,-1.013321,53.989512,12,3,2,1,13/01/2009,3,0.028472222,189,E06000014,6,0,6,40,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013437
2.01E+12,459420,455200,-1.095227,53.989437,12,3,2,1,13/01/2009,3,0.003472222,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01013431
2.01E+12,460430,452800,-1.0803,53.967752,12,3,2,1,13/01/2009,3,0,189,E06000014,6,0,2,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01013368
2.01E+12,458840,449930,-1.105087,53.942143,12,3,2,1,13/01/2009,3,0.027777778,189,E06000014,3,1036,6,30,3,4,6,0,0,0,1,1,2,0,0,1,2,E01013358
2.01E+12,456940,452990,-1.133459,53.969855,12,3,2,4,14/01/2009,4,0.006944444,189,E06000014,3,59,1,30,1,4,6,0,0,0,4,1,1,0,0,1,1,E01013339
2.01E+12,464070,455330,-1.02429,53.990051,12,3,2,1,14/01/2009,4,0.020833333,189,E06000014,3,1036,1,30,1,4,3,64,0,0,1,1,1,0,0,2,2,E01013437
2.01E+12,460710,453660,-1.075862,53.975448,12,3,2,1,16/01/2009,6,0.03125,189,E06000014,6,0,6,30,1,4,6,0,0,0,4,1,1,0,0,1,1,E01013348
2.01E+12,461480,447990,-1.065263,53.924403,12,3,2,1,18/01/2009,1,0.003472222,189,E06000014,3,64,1,40,1,4,3,19,0,0,1,1,1,0,0,2,1,E01013365
2.01E+12,457360,452640,-1.127123,53.966664,12,3,2,1,19/01/2009,2,0.010416667,189,E06000014,3,59,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01013338
2.02E+12,460989,455804,-1.071206,53.994701,12,3,2,1,27/09/2018,5,0.35,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013407
2.01E+12,459370,459150,-1.09522,54.024941,12,3,1,1,20/01/2009,3,0.006944444,189,E06000014,4,1363,6,60,8,4,6,0,0,0,1,1,2,0,0,2,1,E01013377
2.02E+12,460784,452447,-1.075001,53.964558,12,3,2,1,14/09/2018,6,0.000694444,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013369
2.01E+12,462380,458820,-1.049347,54.021621,12,3,2,1,20/01/2009,3,0.020833333,189,E06000014,6,0,6,60,8,4,6,0,0,0,4,1,1,0,0,2,1,E01013436
2.01E+12,457460,448970,-1.126288,53.933671,12,3,1,2,22/01/2009,5,0.005555556,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01013355
2.02E+12,460644,451551,-1.077312,53.956522,12,3,2,1,43229,4,0.838194444,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01033070
2.01E+12,460300,453570,-1.08213,53.974687,12,3,2,1,22/01/2009,5,0,189,E06000014,4,1363,6,30,9,4,6,0,0,0,1,1,1,0,0,1,2,E01013350
2.01E+12,463970,454550,-1.025978,53.983054,12,3,2,1,24/01/2009,7,0.00625,189,E06000014,6,0,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01013388
2.01E+12,461540,452820,-1.063378,53.967801,12,3,1,1,24/01/2009,7,0.027777778,189,E06000014,3,1036,1,30,1,4,6,0,0,5,4,1,2,0,0,1,1,E01013380
2.01E+12,459140,451230,-1.100266,53.953792,12,3,1,1,26/01/2009,2,0.020833333,189,E06000014,3,59,6,30,3,4,6,0,0,4,1,1,2,0,0,1,2,E01013391
2.01E+12,456270,447510,-1.14468,53.92068,12,3,1,1,26/01/2009,2,0.003472222,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013421
2.01E+12,459220,452980,-1.098708,53.96951,12,3,2,1,27/01/2009,3,0.020833333,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,2,E01013346
2.01E+12,458290,448000,-1.113833,53.924861,12,3,2,1,28/01/2009,4,0.002083333,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01013421
2.01E+12,458360,454000,-1.111621,53.978774,12,3,2,1,28/01/2009,4,0.020833333,189,E06000014,3,19,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013433
2.01E+12,456540,447360,-1.140597,53.919303,12,3,2,1,30/01/2009,6,0.010416667,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01013423
2.01E+12,462820,456300,-1.043152,53.998921,12,3,2,1,20/01/2009,3,0.020833333,189,E06000014,3,1237,1,30,2,4,6,0,0,0,1,1,1,0,0,2,2,E01013409
2.02E+12,459423,451224,-1.09598,53.953725,12,3,2,1,23/08/2018,5,0.75,189,E06000014,6,0,6,30,3,4,3,59,0,0,1,1,1,0,0,1,2,E01013417
2.01E+12,456180,447140,-1.146118,53.917365,12,3,3,4,31/01/2009,7,0.010416667,189,E06000014,6,0,6,30,7,4,6,0,0,0,1,1,1,0,0,2,1,E01013424
2.01E+12,457670,454980,-1.121956,53.987658,12,3,2,1,31/01/2009,7,0.017361111,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01013432
2.01E+12,458280,452030,-1.113217,53.961079,12,3,2,3,31/01/2009,7,0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01013393
2.01E+12,460620,451830,-1.077597,53.959013,12,3,1,1,39966,6,0.006944444,189,E06000014,6,0,6,30,2,4,6,0,0,0,1,1,2,0,2,1,2,E01013367
2.02E+12,460031,451634,-1.086636,53.957339,12,3,2,1,30/11/2018,6,0.690972222,189,E06000014,6,0,6,30,3,2,4,1227,0,5,4,2,2,0,0,1,1,E01033068
2.01E+12,458770,453800,-1.105409,53.97693,12,3,2,1,40088,3,0.013888889,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01013435
2.01E+12,460170,454670,-1.083894,53.984588,12,3,2,1,40119,4,0.020833333,189,E06000014,4,1363,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,2,E01013431
2.02E+12,465493,451700,-1.003395,53.957272,12,3,2,1,43384,7,0.965277778,189,E06000014,3,1079,6,40,0,-1,-1,0,0,0,4,1,2,0,0,2,1,E01013351
2.01E+12,459520,456890,-1.093372,54.004614,12,3,4,3,40149,5,0.034722222,189,E06000014,4,1363,6,60,8,4,6,0,0,0,1,3,3,0,0,2,1,E01013377
2.01E+12,459550,451230,-1.094019,53.953745,12,3,2,1,40149,5,0.020833333,189,E06000014,3,1036,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01013417
2.01E+12,460270,451750,-1.082946,53.958335,12,3,1,1,14/02/2009,7,0.006944444,189,E06000014,6,0,2,30,3,4,6,0,0,0,6,1,1,0,0,1,1,E01013366
2.01E+12,459840,451570,-1.089534,53.956767,12,3,2,2,16/02/2009,2,0.028472222,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013415
2.02E+12,462010,452923,-1.056219,53.96869,12,3,2,1,19/12/2018,4,0.71875,189,E06000014,6,0,6,30,3,4,6,0,0,0,7,1,1,0,0,1,2,E01013379
2.01E+12,460370,451950,-1.081383,53.960121,12,3,1,1,21/02/2009,7,0.004861111,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,9,1,0,0,1,3,E01013367
2.01E+12,459550,450050,-1.094249,53.943141,12,3,2,1,21/02/2009,7,0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,2,2,E01013412
2.01E+12,460090,451980,-1.085644,53.960423,12,3,1,1,21/02/2009,7,0.006944444,189,E06000014,6,0,2,30,0,-1,-1,0,0,0,4,8,2,0,0,1,1,E01013366
2.01E+12,460260,452050,-1.083039,53.961032,12,3,1,1,21/02/2009,7,0.024305556,189,E06000014,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013366
2.01E+12,456640,446960,-1.139148,53.915697,12,3,2,3,40129,6,0.020833333,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,4,0,0,2,2,E01013425
2.01E+12,464780,455260,-1.013477,53.989334,12,3,2,1,22/02/2009,1,0.030555556,189,E06000014,6,0,6,40,0,-1,-1,0,0,0,6,1,1,0,0,2,2,E01013437
2.01E+12,459770,455960,-1.089741,53.996227,12,3,2,1,23/02/2009,2,0.034722222,189,E06000014,3,1237,6,60,1,4,4,1363,0,0,1,1,1,0,0,2,1,E01013407
2.01E+12,455420,453870,-1.156468,53.977929,12,3,2,1,24/02/2009,3,0.006944444,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013422
2.02E+12,459331,453039,-1.09703,53.970046,12,3,2,1,27/07/2018,6,0.375,189,E06000014,6,0,6,30,1,4,6,0,0,0,1,4,2,0,0,1,2,E01013346
2.02E+12,463174,461960,-1.036606,54.049758,12,3,2,1,43385,2,0.702083333,189,E06000014,6,0,6,60,3,4,6,0,0,0,6,1,2,0,0,2,1,E01013438
2.01E+12,460060,452030,-1.086091,53.960876,12,3,1,1,25/02/2009,4,0.03125,189,E06000014,3,1036,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01013366
2.01E+12,459900,451840,-1.088567,53.959187,12,3,1,1,28/02/2009,7,0.005555556,189,E06000014,6,0,6,30,6,2,6,0,0,5,4,1,1,0,0,1,1,E01013415
2.01E+12,458950,451260,-1.103155,53.954083,12,3,2,3,39875,3,0.03125,189,E06000014,3,59,6,30,3,4,6,0,0,0,1,2,2,0,0,1,2,E01013397
2.01E+12,462920,455220,-1.04185,53.989204,12,3,2,2,39875,3,0.006944444,189,E06000014,6,0,1,60,1,4,6,0,0,0,4,5,2,0,0,2,2,E01013409
2.01E+12,460780,457060,-1.074117,54.005995,12,3,2,1,39906,4,0.009027778,189,E06000014,6,0,1,30,2,4,6,0,0,8,1,1,1,0,0,1,1,E01013374
2.01E+12,456780,454040,-1.135703,53.979309,12,3,2,1,39967,6,0.006944444,189,E06000014,3,1237,1,60,1,4,6,0,0,0,1,1,1,0,0,2,2,E01013422
2.01E+12,460470,452070,-1.079835,53.961187,12,3,1,1,39967,6,0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013366
2.01E+12,460730,451950,-1.075897,53.960079,12,3,1,1,39997,7,0.032638889,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01013367
2.01E+12,461660,454080,-1.061294,53.97911,12,3,1,1,39997,7,0.024305556,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,5,2,0,0,1,1,E01013406
2.01E+12,457510,454840,-1.124422,53.986418,12,3,3,2,40028,1,0.035416667,189,E06000014,3,1237,1,60,1,4,3,19,0,0,1,1,1,0,0,2,1,E01013432
2.01E+12,457000,454310,-1.132298,53.981711,12,3,2,1,39936,5,0.017361111,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013422
2.01E+12,457180,448840,-1.130577,53.932533,12,3,2,1,40089,3,0.03125,189,E06000014,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,2,E01013354
2.01E+12,460350,451660,-1.081745,53.957517,12,3,1,1,39997,7,0.020833333,189,E06000014,6,0,2,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013367
2.01E+12,462160,453900,-1.053708,53.977433,12,3,2,1,40089,3,0.020833333,189,E06000014,3,1036,6,40,3,2,3,1036,0,0,1,1,1,0,0,2,2,E01013409
2.01E+12,460560,452740,-1.078331,53.967198,12,3,2,1,40120,4,0,189,E06000014,6,0,2,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013368
2.01E+12,460180,456160,-1.083448,53.997977,12,3,3,2,40120,4,0.027777778,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013407
2.01E+12,460520,451830,-1.079121,53.959025,12,3,2,1,13/03/2009,6,0.034722222,189,E06000014,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01013367
2.02E+12,460882,452124,-1.073571,53.961644,12,3,2,1,43171,2,0.493055556,189,E06000014,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,2,E01013383
2.01E+12,461030,448140,-1.072085,53.925804,12,3,2,2,13/03/2009,6,0.027777778,189,E06000014,3,64,3,70,9,4,3,19,0,0,1,1,1,0,0,2,1,E01013365
2.01E+12,460040,449890,-1.086816,53.941646,12,3,1,1,13/03/2009,6,0.027083333,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013414
2.01E+12,462000,456920,-1.055533,54.004592,12,3,2,1,40150,5,0.020833333,189,E06000014,3,1237,6,30,1,4,6,0,0,8,1,1,1,0,0,2,2,E01013408
2.01E+12,455820,454400,-1.150273,53.982649,12,3,2,1,16/03/2009,2,0.020833333,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01013426
2.02E+12,458569,455481,-1.108176,53.992078,12,3,2,2,43202,3,0.934027778,189,E06000014,3,1237,6,60,1,4,6,0,0,0,4,1,2,0,0,2,1,E01013430
2.02E+12,460780,457085,-1.074138,54.006237,12,3,1,1,16/11/2018,6,0.000694444,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013374
2.01E+12,459760,452560,-1.090559,53.965673,12,3,2,1,19/03/2009,5,0.020833333,189,E06000014,3,19,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01013344
2.01E+12,459990,451750,-1.087213,53.958367,12,3,2,1,19/03/2009,5,0.006944444,189,E06000014,6,0,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01013415
2.01E+12,460570,451890,-1.078347,53.959558,12,3,2,1,19/03/2009,5,0,189,E06000014,6,0,2,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013369
2.01E+12,461560,452820,-1.063073,53.967799,12,3,2,1,20/03/2009,6,0.017361111,189,E06000014,6,0,6,30,1,4,6,0,0,0,1,4,1,0,0,1,2,E01013387
2.01E+12,461840,453630,-1.058641,53.975045,12,3,1,1,19/03/2009,5,0.024305556,189,E06000014,3,1036,6,30,9,4,6,0,0,0,1,1,1,0,0,2,2,E01013385
2.01E+12,459740,451460,-1.091079,53.95579,12,3,1,1,20/03/2009,6,0.027777778,189,E06000014,3,1036,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01013415
2.01E+12,464820,451670,-1.01363,53.957067,12,3,2,1,21/03/2009,7,0.002777778,189,E06000014,3,1079,1,60,1,2,3,64,0,0,1,1,1,0,0,2,1,E01013351
2.01E+12,463010,456140,-1.040287,53.99746,12,3,2,1,21/03/2009,7,0.027777778,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013409
2.01E+12,459110,447510,-1.101442,53.920364,12,3,2,1,21/03/2009,7,0.003472222,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013340
2.01E+12,466810,449620,-0.983755,53.938392,12,3,2,1,24/03/2009,3,0.019444444,189,E06000014,4,1228,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013351
2.01E+12,469160,451090,-0.947631,53.951294,12,3,2,2,25/03/2009,4,0.038888889,189,E06000014,3,1079,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013351
2.01E+12,465630,451710,-1.001279,53.957324,12,3,1,1,25/03/2009,4,0.03125,189,E06000014,3,1079,3,30,0,-1,-1,0,0,1,1,1,1,0,0,2,2,E01013351
2.01E+12,461300,455340,-1.06653,53.990476,12,3,1,1,27/03/2009,6,0.020833333,189,E06000014,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01013407
2.01E+12,461030,453400,-1.071035,53.973074,12,3,1,2,27/03/2009,6,0.038194444,189,E06000014,6,0,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01013382
2.01E+12,463170,451280,-1.038852,53.953766,12,3,2,1,27/03/2009,6,0.024305556,189,E06000014,3,1079,6,40,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013398
2.01E+12,459070,452880,-1.101014,53.968628,12,3,2,1,28/03/2009,7,0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013346
2.01E+12,455010,453550,-1.162777,53.975097,12,3,2,1,28/03/2009,7,0.0375,189,E06000014,3,59,6,60,9,4,6,0,0,0,1,5,2,0,0,2,1,E01013426
2.01E+12,464920,451390,-1.012165,53.954538,12,3,2,2,28/03/2009,7,0.016666667,189,E06000014,3,64,3,60,0,-1,-1,0,0,0,1,4,2,0,0,2,1,E01013351
2.02E+12,458726,448725,-1.107078,53.931347,12,3,2,2,26/11/2018,2,0.328472222,189,E06000014,3,1036,6,30,3,2,6,0,0,0,1,1,2,0,0,2,1,E01013357
2.01E+12,461160,448430,-1.070048,53.928395,12,3,1,1,29/03/2009,1,0.030555556,189,E06000014,4,1222,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013365
2.01E+12,457220,449380,-1.129867,53.937382,12,3,2,1,30/03/2009,2,0.008333333,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013356
2.01E+12,456350,453400,-1.142377,53.973604,12,3,2,3,30/03/2009,2,0.036805556,189,E06000014,3,1237,6,60,0,0,-1,0,0,0,1,1,1,0,0,2,1,E01013422
2.02E+12,460576,452270,-1.078206,53.962991,12,3,2,2,20/11/2018,3,0.769444444,189,E06000014,3,1036,6,30,1,4,6,0,0,0,4,2,2,0,0,1,2,E01013369
2.02E+12,466331,457811,-0.989299,54.012079,12,3,1,1,43445,2,0.000694444,189,E06000014,6,0,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,2,E01013437
2.02E+12,457000,451173,-1.132908,53.953539,12,3,2,2,16/11/2018,6,0.000694444,189,E06000014,6,0,1,30,0,-1,6,0,0,0,1,1,1,0,0,1,2,E01013445
2.01E+12,468690,451210,-0.954765,53.952434,12,3,2,1,31/03/2009,3,0.010416667,189,E06000014,3,1079,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013351
2.01E+12,460320,451680,-1.082198,53.9577,12,3,2,1,39817,4,0.010416667,189,E06000014,4,1227,6,30,9,2,6,0,0,4,1,1,1,0,0,1,1,E01013367
2.01E+12,461000,451900,-1.071792,53.959598,12,3,2,1,39817,4,0.001388889,189,E06000014,3,1036,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01013383
2.01E+12,459180,450710,-1.099757,53.949114,12,3,1,1,39817,4,0.008333333,189,E06000014,3,1036,6,30,0,-1,-1,0,0,0,4,1,1,1,0,1,1,E01013417
2.01E+12,457140,450670,-1.130844,53.948984,12,3,1,1,39848,5,0.024305556,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013447
2.01E+12,460000,456070,-1.086211,53.997189,12,3,2,1,39848,5,0.03125,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013407
2.01E+12,459220,452980,-1.098708,53.96951,12,3,2,1,39876,6,0.023611111,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013346
2.01E+12,459600,452710,-1.092968,53.96704,12,3,2,1,39876,6,0.006944444,189,E06000014,3,19,6,30,3,4,6,0,0,0,5,1,1,0,0,1,1,E01013344
2.02E+12,457950,454983,-1.117711,53.987672,12,3,1,1,43231,2,0.875,189,E06000014,6,0,6,20,2,4,6,0,0,0,4,1,1,0,0,1,2,E01013432
2.01E+12,461910,453520,-1.057597,53.974048,12,3,2,1,39907,7,0.002777778,189,E06000014,6,0,6,30,0,0,-1,0,0,0,1,1,1,0,0,1,1,E01013387
2.01E+12,461560,452820,-1.063073,53.967799,12,3,2,1,39998,3,0.031944444,189,E06000014,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01013387
2.01E+12,460250,452510,-1.083101,53.965167,12,3,2,1,39968,2,0.020833333,189,E06000014,4,1363,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,E01013366
2.02E+12,457754,450896,-1.121472,53.950966,12,3,2,1,43231,2,0.565972222,189,E06000014,6,0,6,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01013445
2.01E+12,457500,451600,-1.125185,53.957302,12,3,2,1,40029,4,0.015972222,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013336
2.01E+12,459180,458400,-1.098266,54.018222,12,3,2,1,40029,4,0.034722222,189,E06000014,4,1363,6,60,3,4,6,0,0,8,1,1,1,0,0,2,2,E01013377
2.01E+12,460150,451940,-1.084737,53.960056,12,3,1,1,40060,5,0.027777778,189,E06000014,6,0,6,20,3,4,6,0,0,0,1,5,2,0,0,1,2,E01013366
2.01E+12,464390,453710,-1.019752,53.975453,12,3,1,1,40121,7,0.020833333,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013419
2.01E+12,463920,449310,-1.027837,53.93597,12,3,1,1,40121,7,0.005555556,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013378
2.02E+12,463043,451286,-1.040812,53.953855,12,3,2,1,43142,6,0.392361111,189,E06000014,3,1079,6,40,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013398
2.02E+12,458399,451941,-1.111446,53.960285,12,3,1,1,26/10/2018,6,0.684722222,189,E06000014,3,59,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013393
2.02E+12,455991,453361,-1.147881,53.973311,12,3,2,1,15/10/2018,2,0.354166667,189,E06000014,6,0,6,30,3,4,3,59,0,0,1,1,1,0,0,2,2,E01013422
2.01E+12,455030,451370,-1.162865,53.955503,12,3,2,1,18/04/2009,7,0.03125,189,E06000014,4,1224,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013421
2.01E+12,461000,456580,-1.070857,54.001655,12,3,2,1,20/04/2009,2,0.011805556,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013407
2.01E+12,461020,448170,-1.072231,53.926075,12,3,2,1,21/04/2009,3,0.023611111,189,E06000014,3,64,3,60,9,4,6,0,0,0,1,1,1,0,7,2,1,E01013365
2.01E+12,465130,451620,-1.008917,53.956579,12,3,2,1,26/04/2009,1,0.020833333,189,E06000014,3,1079,6,40,1,2,4,1228,0,0,1,1,1,0,0,2,1,E01013351
2.01E+12,460930,455380,-1.072164,53.990879,12,3,2,1,29/04/2009,4,0.013888889,189,E06000014,6,0,6,20,2,4,6,0,0,0,1,1,1,0,0,1,1,E01013410
2.01E+12,458690,452430,-1.106892,53.964627,12,3,3,2,39818,6,0.003472222,189,E06000014,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01013390
2.01E+12,458540,452510,-1.109163,53.965363,12,3,2,1,39818,6,0.013194444,189,E06000014,6,0,6,30,3,2,6,0,0,5,4,1,1,0,0,1,2,E01013392
2.01E+12,455930,452400,-1.148962,53.964663,12,3,2,1,39849,7,0.034722222,189,E06000014,3,1237,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013422
2.01E+12,465000,452670,-1.010674,53.966031,12,3,2,1,39849,7,0.013888889,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013419
2.01E+12,459380,454870,-1.095901,53.986476,12,3,1,3,39877,1,0.013888889,189,E06000014,6,0,6,40,3,2,6,0,0,0,4,1,1,0,0,1,1,E01013431
2.01E+12,454100,453580,-1.176644,53.975462,12,3,2,4,39908,2,0.027083333,189,E06000014,3,59,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013426
2.01E+12,459600,452710,-1.092968,53.96704,12,3,2,1,39938,3,0.014583333,189,E06000014,3,19,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013344
2.01E+12,459980,445980,-1.088496,53.906515,12,3,2,2,39938,3,0.013888889,189,E06000014,4,1222,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013450
